Jahr,Nation bisher,Kontinent bisher,Geschlecht,Altersklasse,Einbuergerungen
2009,Sudan,Afrika,W,40-59,2
2009,Sudan,Afrika,W,0-19,1
2009,Sudan,Afrika,M,20-39,1
2009,Suedafrika,Afrika,W,40-59,1
2009,Suedafrika,Afrika,M,40-59,1
2009,Somalia,Afrika,W,20-39,4
2009,Somalia,Afrika,W,0-19,29
2009,Somalia,Afrika,M,40-59,9
2009,Somalia,Afrika,M,20-39,5
2009,Somalia,Afrika,M,0-19,13
2009,Senegal,Afrika,W,40-59,1
2009,Senegal,Afrika,W,0-19,1
2009,Senegal,Afrika,M,0-19,2
2009,Simbabwe,Afrika,W,0-19,1
2009,Simbabwe,Afrika,M,20-39,1
2009,Nigeria,Afrika,W,20-39,1
2009,Nigeria,Afrika,M,40-59,4
2009,Nigeria,Afrika,M,20-39,1
2009,Marokko,Afrika,W,20-39,8
2009,Marokko,Afrika,W,0-19,3
2009,Marokko,Afrika,M,60-79,1
2009,Marokko,Afrika,M,40-59,4
2009,Marokko,Afrika,M,20-39,2
2009,Marokko,Afrika,M,0-19,2
2009,Mali,Afrika,M,40-59,1
2009,Libyen,Afrika,W,20-39,1
2009,Libyen,Afrika,W,0-19,1
2009,Liberia,Afrika,W,40-59,1
2009,Kongo (Kinshasa),Afrika,W,0-19,1
2009,Kongo (Kinshasa),Afrika,M,40-59,1
2009,Kongo (Kinshasa),Afrika,M,0-19,2
2009,Kenia,Afrika,W,20-39,2
2009,Kenia,Afrika,W,0-19,2
2009,Kenia,Afrika,M,0-19,4
2009,Kamerun,Afrika,W,40-59,1
2009,Kamerun,Afrika,W,20-39,7
2009,Kamerun,Afrika,W,0-19,2
2009,Kamerun,Afrika,M,20-39,3
2009,Guinea,Afrika,M,20-39,2
2009,Ghana,Afrika,W,20-39,1
2009,Ghana,Afrika,M,40-59,2
2009,Ghana,Afrika,M,0-19,1
2009,Gambia,Afrika,M,20-39,3
2009,Elfenbeinkueste,Afrika,W,40-59,1
2009,Elfenbeinkueste,Afrika,M,0-19,1
2009,Angola,Afrika,W,20-39,4
2009,Angola,Afrika,W,0-19,10
2009,Angola,Afrika,M,40-59,3
2009,Angola,Afrika,M,20-39,2
2009,Angola,Afrika,M,0-19,9
2009,Algerien,Afrika,W,20-39,2
2009,Algerien,Afrika,M,20-39,2
2009,Aethiopien,Afrika,W,20-39,3
2009,Aethiopien,Afrika,W,0-19,3
2009,Aethiopien,Afrika,M,20-39,2
2009,Aethiopien,Afrika,M,0-19,1
2009,Belarus,Europa,M,20-39,1
2009,Ukraine,Europa,W,20-39,5
2009,Russland,Europa,W,40-59,5
2009,Russland,Europa,W,20-39,13
2009,Russland,Europa,W,0-19,3
2009,Russland,Europa,M,40-59,2
2009,Russland,Europa,M,0-19,3
2009,Moldova,Europa,W,40-59,1
2009,Moldova,Europa,M,0-19,1
2009,Litauen,Europa,W,20-39,1
2009,Lettland,Europa,W,20-39,1
2009,Mazedonien,Europa,W,20-39,39
2009,Mazedonien,Europa,W,0-19,56
2009,Mazedonien,Europa,M,60-79,1
2009,Mazedonien,Europa,M,20-39,37
2009,Mazedonien,Europa,M,0-19,52
2009,Bosnien und Herzegowina,Europa,W,60-79,3
2009,Bosnien und Herzegowina,Europa,W,40-59,52
2009,Bosnien und Herzegowina,Europa,W,20-39,43
2009,Bosnien und Herzegowina,Europa,W,0-19,40
2009,Bosnien und Herzegowina,Europa,M,80-99,1
2009,Bosnien und Herzegowina,Europa,M,40-59,42
2009,Bosnien und Herzegowina,Europa,M,20-39,26
2009,Bosnien und Herzegowina,Europa,M,0-19,38
2009,Slowenien,Europa,W,20-39,2
2009,Slowenien,Europa,W,0-19,2
2009,Slowenien,Europa,M,0-19,4
2009,Kroatien,Europa,W,40-59,45
2009,Kroatien,Europa,W,20-39,24
2009,Kroatien,Europa,W,0-19,41
2009,Kroatien,Europa,M,60-79,6
2009,Kroatien,Europa,M,40-59,38
2009,Kroatien,Europa,M,20-39,13
2009,Kroatien,Europa,M,0-19,25
2009,"Serbien, Montenegro, Kosovo",Europa,W,0-19,24
2009,"Serbien, Montenegro, Kosovo",Europa,M,40-59,1
2009,"Serbien, Montenegro, Kosovo",Europa,M,20-39,11
2009,"Serbien, Montenegro, Kosovo",Europa,W,60-79,25
2009,"Serbien, Montenegro, Kosovo",Europa,W,40-59,129
2009,"Serbien, Montenegro, Kosovo",Europa,W,20-39,179
2009,"Serbien, Montenegro, Kosovo",Europa,M,60-79,20
2009,"Serbien, Montenegro, Kosovo",Europa,M,40-59,131
2009,"Serbien, Montenegro, Kosovo",Europa,M,20-39,136
2009,"Serbien, Montenegro, Kosovo",Europa,M,0-19,246
2009,Tschechische Republik,Europa,W,60-79,1
2009,Tschechische Republik,Europa,W,20-39,2
2009,Tschechische Republik,Europa,M,60-79,3
2009,Slowakei,Europa,W,20-39,1
2009,Slowakei,Europa,M,0-19,3
2009,Ungarn,Europa,W,60-79,1
2009,Ungarn,Europa,W,20-39,3
2009,Ungarn,Europa,W,0-19,2
2009,Ungarn,Europa,M,60-79,1
2009,Ungarn,Europa,M,20-39,2
2009,Ungarn,Europa,M,0-19,3
2009,Tuerkei,Europa,W,60-79,2
2009,Tuerkei,Europa,W,40-59,33
2009,Tuerkei,Europa,W,20-39,53
2009,Tuerkei,Europa,W,0-19,66
2009,Tuerkei,Europa,M,60-79,5
2009,Tuerkei,Europa,M,20-39,58
2009,Tuerkei,Europa,M,0-19,66
2009,Spanien,Europa,W,60-79,1
2009,Spanien,Europa,W,20-39,26
2009,Spanien,Europa,W,0-19,13
2009,Spanien,Europa,M,60-79,2
2009,Spanien,Europa,M,40-59,5
2009,Spanien,Europa,M,20-39,21
2009,Spanien,Europa,M,0-19,27
2009,Schweden,Europa,W,60-79,2
2009,Schweden,Europa,W,40-59,1
2009,Schweden,Europa,W,20-39,2
2009,Schweden,Europa,W,0-19,4
2009,Schweden,Europa,M,40-59,4
2009,Rumaenien,Europa,W,40-59,2
2009,Rumaenien,Europa,W,20-39,4
2009,Rumaenien,Europa,W,0-19,2
2009,Portugal,Europa,W,40-59,11
2009,Portugal,Europa,W,20-39,13
2009,Portugal,Europa,W,0-19,23
2009,Portugal,Europa,M,20-39,8
2009,Portugal,Europa,M,0-19,32
2009,Polen,Europa,W,60-79,1
2009,Polen,Europa,W,40-59,2
2009,Polen,Europa,W,20-39,3
2009,Polen,Europa,W,0-19,4
2009,Polen,Europa,M,40-59,2
2009,Polen,Europa,M,0-19,2
2009,Oesterreich,Europa,W,60-79,4
2009,Oesterreich,Europa,W,40-59,1
2009,Oesterreich,Europa,W,0-19,2
2009,Oesterreich,Europa,M,60-79,1
2009,Oesterreich,Europa,M,40-59,3
2009,Norwegen,Europa,M,0-19,1
2009,Niederlande,Europa,W,20-39,3
2009,Niederlande,Europa,M,60-79,1
2009,Niederlande,Europa,M,40-59,2
2009,Niederlande,Europa,M,20-39,3
2009,Malta,Europa,W,20-39,1
2009,Luxemburg,Europa,M,20-39,1
2009,Liechtenstein,Europa,W,20-39,3
2009,Liechtenstein,Europa,M,20-39,1
2009,Italien,Europa,W,60-79,12
2009,Italien,Europa,W,20-39,44
2009,Italien,Europa,W,0-19,48
2009,Italien,Europa,M,60-79,16
2009,Italien,Europa,M,20-39,60
2009,Italien,Europa,M,0-19,47
2009,Irland,Europa,W,20-39,1
2009,Irland,Europa,M,20-39,1
2009,Grossbritannien,Europa,W,40-59,2
2009,Grossbritannien,Europa,W,20-39,2
2009,Grossbritannien,Europa,W,0-19,3
2009,Grossbritannien,Europa,M,40-59,6
2009,Grossbritannien,Europa,M,0-19,2
2009,Griechenland,Europa,W,40-59,5
2009,Griechenland,Europa,M,60-79,1
2009,Griechenland,Europa,M,40-59,6
2009,Griechenland,Europa,M,20-39,10
2009,Frankreich,Europa,W,40-59,7
2009,Frankreich,Europa,W,20-39,7
2009,Frankreich,Europa,W,0-19,3
2009,Frankreich,Europa,M,60-79,1
2009,Frankreich,Europa,M,40-59,7
2009,Frankreich,Europa,M,20-39,5
2009,Frankreich,Europa,M,0-19,4
2009,Finnland,Europa,W,40-59,6
2009,Finnland,Europa,W,20-39,1
2009,Finnland,Europa,W,0-19,1
2009,Deutschland,Europa,W,80-99,1
2009,Deutschland,Europa,W,60-79,19
2009,Deutschland,Europa,W,40-59,118
2009,Deutschland,Europa,W,0-19,50
2009,Deutschland,Europa,M,80-99,1
2009,Deutschland,Europa,M,60-79,41
2009,Deutschland,Europa,M,40-59,121
2009,Deutschland,Europa,M,20-39,52
2009,Deutschland,Europa,M,0-19,37
2009,Bulgarien,Europa,W,40-59,1
2009,Bulgarien,Europa,W,0-19,3
2009,Bulgarien,Europa,M,60-79,1
2009,Bulgarien,Europa,M,40-59,1
2009,Bulgarien,Europa,M,0-19,1
2009,Belgien,Europa,W,20-39,2
2009,Belgien,Europa,W,0-19,2
2009,Albanien,Europa,W,20-39,1
2009,Albanien,Europa,W,0-19,2
2009,Albanien,Europa,M,40-59,1
2009,Albanien,Europa,M,20-39,1
2009,Albanien,Europa,M,0-19,3
